id_lien,trafic_max,trafic_out,tdc,equipement,interface_equipement,role_A,configuration_A,client,interface_client,role_B,configuration_B,capacite_lien,isis_level,isis_metric,region_exploitation,date,intervalle_charge
PTN01053_PTN00130,13.92098828125,1.8547095947265626,34.802470703124996,PTN01053,lag-20,B,7750-SR7,PTN00130,lag-20,B,7750-SR7,40,1,10,CTA,2022-08-01,Inf 70%
PTN01053_PTN00130,13.92098828125,1.8547095947265626,34.802470703124996,PTN01053,lag-20,B,7750-SR7,PTN00130,lag-20,B,7750-SR7,40,1,10,CTA,2022-08-01,Inf 70%
PTN01053_PTN00130,13.92098828125,1.8547095947265626,34.802470703124996,PTN01053,lag-20,B,7750-SR7,PTN00130,lag-20,B,7750-SR7,40,1,10,CTA,2022-08-01,Inf 70%
PTN00218_PTN00325,5.40584619140625,5.40584619140625,27.029230957031253,PTN00218,lag-24,A,7750-SR12,PTN00325,lag-24,A,7750-SR12,20,1,10,NOE,2022-08-01,Inf 70%
PTN00218_PTN00325,5.40584619140625,5.40584619140625,27.029230957031253,PTN00218,lag-24,A,7750-SR12,PTN00325,lag-24,A,7750-SR12,20,1,10,NOE,2022-08-01,Inf 70%
PTN00322_PTN00320,1.82896826171875,0.2342897186279297,9.14484130859375,PTN00322,lag-21,B,7750-SR7,PTN00320,lag-21,B,7750-SR7,20,1,10,NOE,2022-08-01,Inf 70%
PTN00322_PTN00320,1.82896826171875,0.2342897186279297,9.14484130859375,PTN00322,lag-21,B,7750-SR7,PTN00320,lag-21,B,7750-SR7,20,1,10,NOE,2022-08-01,Inf 70%
PTN00343_PTN00110,5.73884375,0.825535888671875,14.347109375,PTN00343,lag-21,B,7750-SR7,PTN00110,lag-21,B,7750-SR7,40,1,20,MED,2022-08-01,Inf 70%
PTN00343_PTN00110,5.73884375,0.825535888671875,14.347109375,PTN00343,lag-21,B,7750-SR7,PTN00110,lag-21,B,7750-SR7,40,1,20,MED,2022-08-01,Inf 70%
PTN00343_PTN00110,5.73884375,0.825535888671875,14.347109375,PTN00343,lag-21,B,7750-SR7,PTN00110,lag-21,B,7750-SR7,40,1,20,MED,2022-08-01,Inf 70%
PTN00343_PTN00110,5.73884375,0.825535888671875,14.347109375,PTN00343,lag-21,B,7750-SR7,PTN00110,lag-21,B,7750-SR7,40,1,20,MED,2022-08-01,Inf 70%
PTN00142_PTN00141,2.436133544921875,0.34415225219726564,6.090333862304688,PTN00142,lag-21,B,7750-SR7,PTN00141,lag-21,B,7750-SR7,40,1,10,MED,2022-08-01,Inf 70%
PTN00142_PTN00141,2.436133544921875,0.34415225219726564,6.090333862304688,PTN00142,lag-21,B,7750-SR7,PTN00141,lag-21,B,7750-SR7,40,1,10,MED,2022-08-01,Inf 70%
PTN00142_PTN00141,2.436133544921875,0.34415225219726564,6.090333862304688,PTN00142,lag-21,B,7750-SR7,PTN00141,lag-21,B,7750-SR7,40,1,10,MED,2022-08-01,Inf 70%
PTN00142_PTN00141,2.436133544921875,0.34415225219726564,6.090333862304688,PTN00142,lag-21,B,7750-SR7,PTN00141,lag-21,B,7750-SR7,40,1,10,MED,2022-08-01,Inf 70%
PTN00007_PTN01727,4.52620654296875,4.52620654296875,22.63103271484375,PTN00007,lag-25,A,7750-SR12,PTN01727,lag-25,A,7750-SR12,20,1,10,IDF,2022-08-01,Inf 70%
PTN00007_PTN01727,4.52620654296875,4.52620654296875,22.63103271484375,PTN00007,lag-25,A,7750-SR12,PTN01727,lag-25,A,7750-SR12,20,1,10,IDF,2022-08-01,Inf 70%
PTN00197_PTN00622,0.4345313720703125,0.4345313720703125,1.4484379069010418,PTN00197,lag-25,A,7750-SR12,PTN00622,lag-25,A,7750-SR12,30,1,10,NOE,2022-08-01,Inf 70%
PTN00197_PTN00622,0.4345313720703125,0.4345313720703125,1.4484379069010418,PTN00197,lag-25,A,7750-SR12,PTN00622,lag-25,A,7750-SR12,30,1,10,NOE,2022-08-01,Inf 70%
PTN00197_PTN00622,0.4345313720703125,0.4345313720703125,1.4484379069010418,PTN00197,lag-25,A,7750-SR12,PTN00622,lag-25,A,7750-SR12,30,1,10,NOE,2022-08-01,Inf 70%
PTN00095_PTN00106,5.056376953125,5.056376953125,16.85458984375,PTN00095,lag-22,A,7750-SR12,PTN00106,lag-22,A,7750-SR12,30,1,10,MED,2022-08-01,Inf 70%
PTN00095_PTN00106,5.056376953125,5.056376953125,16.85458984375,PTN00095,lag-22,A,7750-SR12,PTN00106,lag-22,A,7750-SR12,30,1,10,MED,2022-08-01,Inf 70%
PTN00095_PTN00106,5.056376953125,5.056376953125,16.85458984375,PTN00095,lag-22,A,7750-SR12,PTN00106,lag-22,A,7750-SR12,30,1,10,MED,2022-08-01,Inf 70%
PTN00017_PTN00018,1.6293656005859376,1.6293656005859376,5.431218668619793,PTN00017,lag-23,B,7750-SR7,PTN00018,lag-23,B,7750-SR7,30,1,10,IDF,2022-08-01,Inf 70%
PTN00017_PTN00018,1.6293656005859376,1.6293656005859376,5.431218668619793,PTN00017,lag-23,B,7750-SR7,PTN00018,lag-23,B,7750-SR7,30,1,10,IDF,2022-08-01,Inf 70%
PTN00017_PTN00018,1.6293656005859376,1.6293656005859376,5.431218668619793,PTN00017,lag-23,B,7750-SR7,PTN00018,lag-23,B,7750-SR7,30,1,10,IDF,2022-08-01,Inf 70%
PTN00125_PTN00774,17.734701171875,1.72421337890625,44.33675292968749,PTN00125,lag-23,B,7750-SR7,PTN00774,lag-23,B,7750-SR7,40,1,10,IDF,2022-08-01,Inf 70%
PTN00125_PTN00774,17.734701171875,1.72421337890625,44.33675292968749,PTN00125,lag-23,B,7750-SR7,PTN00774,lag-23,B,7750-SR7,40,1,10,IDF,2022-08-01,Inf 70%
PTN00125_PTN00774,17.734701171875,1.72421337890625,44.33675292968749,PTN00125,lag-23,B,7750-SR7,PTN00774,lag-23,B,7750-SR7,40,1,10,IDF,2022-08-01,Inf 70%
PTN00125_PTN00774,17.734701171875,1.72421337890625,44.33675292968749,PTN00125,lag-23,B,7750-SR7,PTN00774,lag-23,B,7750-SR7,40,1,10,IDF,2022-08-01,Inf 70%
PTN00012_PTN00016,4.482646484375,1.2340433349609374,14.942154947916666,PTN00012,lag-23,B,7750-SR7,PTN00016,lag-23,B,7750-SR7,30,1,10,IDF,2022-08-01,Inf 70%
PTN00012_PTN00016,4.482646484375,1.2340433349609374,14.942154947916666,PTN00012,lag-23,B,7750-SR7,PTN00016,lag-23,B,7750-SR7,30,1,10,IDF,2022-08-01,Inf 70%
PTN00012_PTN00016,4.482646484375,1.2340433349609374,14.942154947916666,PTN00012,lag-23,B,7750-SR7,PTN00016,lag-23,B,7750-SR7,30,1,10,IDF,2022-08-01,Inf 70%
PTN00774_PTN00192,2.590081787109375,2.590081787109375,8.63360595703125,PTN00774,lag-24,A,7750-SR12,PTN00192,lag-24,A,7750-SR12,30,1,10,IDF,2022-08-01,Inf 70%
PTN00774_PTN00192,2.590081787109375,2.590081787109375,8.63360595703125,PTN00774,lag-24,A,7750-SR12,PTN00192,lag-24,A,7750-SR12,30,1,10,IDF,2022-08-01,Inf 70%
PTN00774_PTN00192,2.590081787109375,2.590081787109375,8.63360595703125,PTN00774,lag-24,A,7750-SR12,PTN00192,lag-24,A,7750-SR12,30,1,10,IDF,2022-08-01,Inf 70%
PTN00272_PTN00267,2.890637451171875,0.2928136291503906,9.635458170572916,PTN00272,lag-21,B,7750-SR7,PTN00267,lag-21,B,7750-SR7,30,1,30,SWT,2022-08-01,Inf 70%
PTN00272_PTN00267,2.890637451171875,0.2928136291503906,9.635458170572916,PTN00272,lag-21,B,7750-SR7,PTN00267,lag-21,B,7750-SR7,30,1,30,SWT,2022-08-01,Inf 70%
PTN00272_PTN00267,2.890637451171875,0.2928136291503906,9.635458170572916,PTN00272,lag-21,B,7750-SR7,PTN00267,lag-21,B,7750-SR7,30,1,30,SWT,2022-08-01,Inf 70%
PTN00006_PTN00004,10.0286611328125,10.0286611328125,16.71443522135417,PTN00006,lag-21,A,7750-SR12,PTN00004,lag-21,A,7750-SR12,60,1,10,IDF,2022-08-01,Inf 70%
PTN00006_PTN00004,10.0286611328125,10.0286611328125,16.71443522135417,PTN00006,lag-21,A,7750-SR12,PTN00004,lag-21,A,7750-SR12,60,1,10,IDF,2022-08-01,Inf 70%
PTN00006_PTN00004,10.0286611328125,10.0286611328125,16.71443522135417,PTN00006,lag-21,A,7750-SR12,PTN00004,lag-21,A,7750-SR12,60,1,10,IDF,2022-08-01,Inf 70%
PTN00006_PTN00004,10.0286611328125,10.0286611328125,16.71443522135417,PTN00006,lag-21,A,7750-SR12,PTN00004,lag-21,A,7750-SR12,60,1,10,IDF,2022-08-01,Inf 70%
PTN00006_PTN00004,10.0286611328125,10.0286611328125,16.71443522135417,PTN00006,lag-21,A,7750-SR12,PTN00004,lag-21,A,7750-SR12,60,1,10,IDF,2022-08-01,Inf 70%
PTN00006_PTN00004,10.0286611328125,10.0286611328125,16.71443522135417,PTN00006,lag-21,A,7750-SR12,PTN00004,lag-21,A,7750-SR12,60,1,10,IDF,2022-08-01,Inf 70%
PTN00320_PTN02391,1.829102783203125,0.23538345336914063,9.145513916015625,PTN00320,lag-20,B,7750-SR7,PTN02391,lag-20,B,7750-SR7,20,1,10,NOE,2022-08-01,Inf 70%
PTN00320_PTN02391,1.829102783203125,0.23538345336914063,9.145513916015625,PTN00320,lag-20,B,7750-SR7,PTN02391,lag-20,B,7750-SR7,20,1,10,NOE,2022-08-01,Inf 70%
PTN00192_PTN00191,0.7537808837890625,0.7537808837890625,2.512602945963542,PTN00192,lag-21,B,7750-SR7,PTN00191,lag-21,B,7750-SR7,30,non trouve,non trouve,IDF,2022-08-01,Inf 70%
PTN00192_PTN00191,0.7537808837890625,0.7537808837890625,2.512602945963542,PTN00192,lag-21,B,7750-SR7,PTN00191,lag-21,B,7750-SR7,30,non trouve,non trouve,IDF,2022-08-01,Inf 70%
PTN00192_PTN00191,0.7537808837890625,0.7537808837890625,2.512602945963542,PTN00192,lag-21,B,7750-SR7,PTN00191,lag-21,B,7750-SR7,30,non trouve,non trouve,IDF,2022-08-01,Inf 70%
PTN00324_PTN00624,3.57105810546875,0.5835150146484375,17.85529052734375,PTN00324,lag-21,B,7750-SR7,PTN00624,lag-21,B,7750-SR7,20,1,10,NOE,2022-08-01,Inf 70%
PTN00324_PTN00624,3.57105810546875,0.5835150146484375,17.85529052734375,PTN00324,lag-21,B,7750-SR7,PTN00624,lag-21,B,7750-SR7,20,1,10,NOE,2022-08-01,Inf 70%
PTN01445_PTN01455,7.88899658203125,7.88899658203125,39.44498291015625,PTN01445,lag-20,B,7750-SR7,PTN01455,lag-20,B,7750-SR7,20,1,10,CTA,2022-08-01,Inf 70%
PTN01445_PTN01455,7.88899658203125,7.88899658203125,39.44498291015625,PTN01445,lag-20,B,7750-SR7,PTN01455,lag-20,B,7750-SR7,20,1,10,CTA,2022-08-01,Inf 70%
PTN00566_PTN01087,9.8128388671875,9.8128388671875,24.53209716796875,PTN00566,lag-20,B,7750-SR7,PTN01087,lag-20,B,7750-SR7,40,1,10,CTA,2022-08-01,Inf 70%
PTN00566_PTN01087,9.8128388671875,9.8128388671875,24.53209716796875,PTN00566,lag-20,B,7750-SR7,PTN01087,lag-20,B,7750-SR7,40,1,10,CTA,2022-08-01,Inf 70%
PTN00566_PTN01087,9.8128388671875,9.8128388671875,24.53209716796875,PTN00566,lag-20,B,7750-SR7,PTN01087,lag-20,B,7750-SR7,40,1,10,CTA,2022-08-01,Inf 70%
PTN00566_PTN01087,9.8128388671875,9.8128388671875,24.53209716796875,PTN00566,lag-20,B,7750-SR7,PTN01087,lag-20,B,7750-SR7,40,1,10,CTA,2022-08-01,Inf 70%
PTN00023_PTN00060,2.9057607421875,2.9057607421875,7.2644018554687495,PTN00023,lag-23,A,7750-SR12,PTN00060,lag-23,A,7750-SR12,40,1,10,IDF,2022-08-01,Inf 70%
PTN00023_PTN00060,2.9057607421875,2.9057607421875,7.2644018554687495,PTN00023,lag-23,A,7750-SR12,PTN00060,lag-23,A,7750-SR12,40,1,10,IDF,2022-08-01,Inf 70%
PTN00023_PTN00060,2.9057607421875,2.9057607421875,7.2644018554687495,PTN00023,lag-23,A,7750-SR12,PTN00060,lag-23,A,7750-SR12,40,1,10,IDF,2022-08-01,Inf 70%
PTN00023_PTN00060,2.9057607421875,2.9057607421875,7.2644018554687495,PTN00023,lag-23,A,7750-SR12,PTN00060,lag-23,A,7750-SR12,40,1,10,IDF,2022-08-01,Inf 70%
PTN00043_PTN00007,3.9457587890625,0.6553995971679687,19.7287939453125,PTN00043,lag-24,B,7750-SR7,PTN00007,lag-24,B,7750-SR7,20,1,10,IDF,2022-08-01,Inf 70%
PTN00043_PTN00007,3.9457587890625,0.6553995971679687,19.7287939453125,PTN00043,lag-24,B,7750-SR7,PTN00007,lag-24,B,7750-SR7,20,1,10,IDF,2022-08-01,Inf 70%
PTN00263_PTN00217,0.2931719055175781,0.2931719055175781,0.9772396850585936,PTN00263,lag-21,A,7750-SR12,PTN00217,lag-21,A,7750-SR12,30,1,10,NOE,2022-08-01,Inf 70%
PTN00263_PTN00217,0.2931719055175781,0.2931719055175781,0.9772396850585936,PTN00263,lag-21,A,7750-SR12,PTN00217,lag-21,A,7750-SR12,30,1,10,NOE,2022-08-01,Inf 70%
PTN00263_PTN00217,0.2931719055175781,0.2931719055175781,0.9772396850585936,PTN00263,lag-21,A,7750-SR12,PTN00217,lag-21,A,7750-SR12,30,1,10,NOE,2022-08-01,Inf 70%
PTN00566_PTN00057,22.685142578125,2.659752197265625,56.7128564453125,PTN00566,lag-21,B,7750-SR7,PTN00057,lag-21,B,7750-SR7,40,1,10,CTA,2022-08-01,Inf 70%
PTN00566_PTN00057,22.685142578125,2.659752197265625,56.7128564453125,PTN00566,lag-21,B,7750-SR7,PTN00057,lag-21,B,7750-SR7,40,1,10,CTA,2022-08-01,Inf 70%
PTN00566_PTN00057,22.685142578125,2.659752197265625,56.7128564453125,PTN00566,lag-21,B,7750-SR7,PTN00057,lag-21,B,7750-SR7,40,1,10,CTA,2022-08-01,Inf 70%
PTN00566_PTN00057,22.685142578125,2.659752197265625,56.7128564453125,PTN00566,lag-21,B,7750-SR7,PTN00057,lag-21,B,7750-SR7,40,1,10,CTA,2022-08-01,Inf 70%
PTN00259_PTN00646,17.403619140625,17.403619140625,58.01206380208333,PTN00259,lag-25,A,7750-SR12,PTN00646,lag-25,A,7750-SR12,30,1,10,WST,2022-08-01,Inf 70%
PTN00259_PTN00646,17.403619140625,17.403619140625,58.01206380208333,PTN00259,lag-25,A,7750-SR12,PTN00646,lag-25,A,7750-SR12,30,1,10,WST,2022-08-01,Inf 70%
PTN00259_PTN00646,17.403619140625,17.403619140625,58.01206380208333,PTN00259,lag-25,A,7750-SR12,PTN00646,lag-25,A,7750-SR12,30,1,10,WST,2022-08-01,Inf 70%
PTN00485_PTN00644,6.62164404296875,0.7447822265625,22.072146809895834,PTN00485,lag-20,B,7750-SR7,PTN00644,lag-20,B,7750-SR7,30,1,10,WST,2022-08-01,Inf 70%
PTN00485_PTN00644,6.62164404296875,0.7447822265625,22.072146809895834,PTN00485,lag-20,B,7750-SR7,PTN00644,lag-20,B,7750-SR7,30,1,10,WST,2022-08-01,Inf 70%
PTN00485_PTN00644,6.62164404296875,0.7447822265625,22.072146809895834,PTN00485,lag-20,B,7750-SR7,PTN00644,lag-20,B,7750-SR7,30,1,10,WST,2022-08-01,Inf 70%
PTN00216_PTN00621,6.745599955320358e-05,6.745599955320358e-05,0.0006745599955320357,PTN00216,lag-22,A,7750-SR12,PTN00621,lag-22,A,7750-SR12,10,1,50,NOE,2022-08-01,Inf 70%
PTN02407_PTN01446,7.248234375,7.248234375,18.1205859375,PTN02407,lag-21,B,7750-SR7,PTN01446,lag-21,B,7750-SR7,40,1,10,CTA,2022-08-01,Inf 70%
PTN02407_PTN01446,7.248234375,7.248234375,18.1205859375,PTN02407,lag-21,B,7750-SR7,PTN01446,lag-21,B,7750-SR7,40,1,10,CTA,2022-08-01,Inf 70%
PTN02407_PTN01446,7.248234375,7.248234375,18.1205859375,PTN02407,lag-21,B,7750-SR7,PTN01446,lag-21,B,7750-SR7,40,1,10,CTA,2022-08-01,Inf 70%
PTN02407_PTN01446,7.248234375,7.248234375,18.1205859375,PTN02407,lag-21,B,7750-SR7,PTN01446,lag-21,B,7750-SR7,40,1,10,CTA,2022-08-01,Inf 70%
PTN02330_PTN00027,9.8846259765625,1.3593226318359375,49.4231298828125,PTN02330,lag-24,B,7750-SR7,PTN00027,lag-24,B,7750-SR7,20,1,10,WST,2022-08-01,Inf 70%
PTN02330_PTN00027,9.8846259765625,1.3593226318359375,49.4231298828125,PTN02330,lag-24,B,7750-SR7,PTN00027,lag-24,B,7750-SR7,20,1,10,WST,2022-08-01,Inf 70%
PTN00546_PTN00545,0.36797802734375,0.36797802734375,1.2265934244791667,PTN00546,lag-20,B,7750-SR7,PTN00545,lag-20,B,7750-SR7,30,1,10,NOE,2022-08-01,Inf 70%
PTN00546_PTN00545,0.36797802734375,0.36797802734375,1.2265934244791667,PTN00546,lag-20,B,7750-SR7,PTN00545,lag-20,B,7750-SR7,30,1,10,NOE,2022-08-01,Inf 70%
PTN00546_PTN00545,0.36797802734375,0.36797802734375,1.2265934244791667,PTN00546,lag-20,B,7750-SR7,PTN00545,lag-20,B,7750-SR7,30,1,10,NOE,2022-08-01,Inf 70%
PTN00131_PTN00057,16.55755859375,2.199201904296875,41.393896484375,PTN00131,lag-23,B,7750-SR7,PTN00057,lag-23,B,7750-SR7,40,1,10,CTA,2022-08-01,Inf 70%
PTN00131_PTN00057,16.55755859375,2.199201904296875,41.393896484375,PTN00131,lag-23,B,7750-SR7,PTN00057,lag-23,B,7750-SR7,40,1,10,CTA,2022-08-01,Inf 70%
PTN00131_PTN00057,16.55755859375,2.199201904296875,41.393896484375,PTN00131,lag-23,B,7750-SR7,PTN00057,lag-23,B,7750-SR7,40,1,10,CTA,2022-08-01,Inf 70%
PTN00131_PTN00057,16.55755859375,2.199201904296875,41.393896484375,PTN00131,lag-23,B,7750-SR7,PTN00057,lag-23,B,7750-SR7,40,1,10,CTA,2022-08-01,Inf 70%
PTN00692_PTN00685,0.000268887996673584,0.000268887996673584,0.0013444399833679199,PTN00692,lag-21,B,7750-SR7,PTN00685,lag-21,B,7750-SR7,20,1,10,CTA,2022-08-01,Inf 70%
PTN00692_PTN00685,0.000268887996673584,0.000268887996673584,0.0013444399833679199,PTN00692,lag-21,B,7750-SR7,PTN00685,lag-21,B,7750-SR7,20,1,10,CTA,2022-08-01,Inf 70%
PTN00485_PTN00896,2.574437744140625,2.574437744140625,8.581459147135417,PTN00485,lag-21,B,7750-SR7,PTN00896,lag-21,B,7750-SR7,30,1,10,WST,2022-08-01,Inf 70%
PTN00485_PTN00896,2.574437744140625,2.574437744140625,8.581459147135417,PTN00485,lag-21,B,7750-SR7,PTN00896,lag-21,B,7750-SR7,30,1,10,WST,2022-08-01,Inf 70%
PTN00485_PTN00896,2.574437744140625,2.574437744140625,8.581459147135417,PTN00485,lag-21,B,7750-SR7,PTN00896,lag-21,B,7750-SR7,30,1,10,WST,2022-08-01,Inf 70%
PTN01458_PTN02343,1.3950164794921875,1.3950164794921875,3.487541198730469,PTN01458,lag-23,B,7750-SR7,PTN02343,lag-23,B,7750-SR7,40,1,10,CTA,2022-08-01,Inf 70%
PTN01458_PTN02343,1.3950164794921875,1.3950164794921875,3.487541198730469,PTN01458,lag-23,B,7750-SR7,PTN02343,lag-23,B,7750-SR7,40,1,10,CTA,2022-08-01,Inf 70%
PTN01458_PTN02343,1.3950164794921875,1.3950164794921875,3.487541198730469,PTN01458,lag-23,B,7750-SR7,PTN02343,lag-23,B,7750-SR7,40,1,10,CTA,2022-08-01,Inf 70%
PTN01458_PTN02343,1.3950164794921875,1.3950164794921875,3.487541198730469,PTN01458,lag-23,B,7750-SR7,PTN02343,lag-23,B,7750-SR7,40,1,10,CTA,2022-08-01,Inf 70%
PTN00766_PTN00259,7.063494140625,2.5201298828125,23.54498046875,PTN00766,lag-23,B,7750-SR7,PTN00259,lag-23,B,7750-SR7,30,1,10,WST,2022-08-01,Inf 70%
PTN00766_PTN00259,7.063494140625,2.5201298828125,23.54498046875,PTN00766,lag-23,B,7750-SR7,PTN00259,lag-23,B,7750-SR7,30,1,10,WST,2022-08-01,Inf 70%
PTN00766_PTN00259,7.063494140625,2.5201298828125,23.54498046875,PTN00766,lag-23,B,7750-SR7,PTN00259,lag-23,B,7750-SR7,30,1,10,WST,2022-08-01,Inf 70%
PTN00046_PTN01839,1.31501904296875,0.12654505157470702,6.57509521484375,PTN00046,lag-20,B,7750-SR7,PTN01839,lag-20,B,7750-SR7,20,1,10,IDF,2022-08-01,Inf 70%
PTN00046_PTN01839,1.31501904296875,0.12654505157470702,6.57509521484375,PTN00046,lag-20,B,7750-SR7,PTN01839,lag-20,B,7750-SR7,20,1,10,IDF,2022-08-01,Inf 70%
PTN00621_PTN00216,6.728000193834305e-05,5.990400165319443e-05,0.0006728000193834305,PTN00621,lag-22,B,7750-SR7,PTN00216,lag-22,B,7750-SR7,10,1,50,NOE,2022-08-01,Inf 70%
PTN00774_PTN00050,3.277615478515625,3.277615478515625,16.388077392578122,PTN00774,lag-22,A,7750-SR12,PTN00050,lag-22,A,7750-SR12,20,1,10,IDF,2022-08-01,Inf 70%
PTN00774_PTN00050,3.277615478515625,3.277615478515625,16.388077392578122,PTN00774,lag-22,A,7750-SR12,PTN00050,lag-22,A,7750-SR12,20,1,10,IDF,2022-08-01,Inf 70%
PTN00764_PTN00337,7.52786572265625,0.5768779907226562,25.092885742187498,PTN00764,lag-21,B,7750-SR7,PTN00337,lag-21,B,7750-SR7,30,1,10,WST,2022-08-01,Inf 70%
PTN00764_PTN00337,7.52786572265625,0.5768779907226562,25.092885742187498,PTN00764,lag-21,B,7750-SR7,PTN00337,lag-21,B,7750-SR7,30,1,10,WST,2022-08-01,Inf 70%
PTN00764_PTN00337,7.52786572265625,0.5768779907226562,25.092885742187498,PTN00764,lag-21,B,7750-SR7,PTN00337,lag-21,B,7750-SR7,30,1,10,WST,2022-08-01,Inf 70%
PTN00350_PTN00601,3.021173828125,3.021173828125,15.105869140625,PTN00350,lag-22,B,7750-SR7,PTN00601,lag-22,B,7750-SR7,20,1,10,SWT,2022-08-01,Inf 70%
PTN00350_PTN00601,3.021173828125,3.021173828125,15.105869140625,PTN00350,lag-22,B,7750-SR7,PTN00601,lag-22,B,7750-SR7,20,1,10,SWT,2022-08-01,Inf 70%
PTN00144_PTN00145,0.1935470428466797,0.1935470428466797,0.9677352142333985,PTN00144,lag-20,B,7750-SR7,PTN00145,lag-20,B,7750-SR7,20,1,10,IDF,2022-08-01,Inf 70%
PTN00144_PTN00145,0.1935470428466797,0.1935470428466797,0.9677352142333985,PTN00144,lag-20,B,7750-SR7,PTN00145,lag-20,B,7750-SR7,20,1,10,IDF,2022-08-01,Inf 70%
PTN00005_PTN00010,1.7529376220703126,1.7529376220703126,8.764688110351562,PTN00005,lag-24,A,7750-SR12,PTN00010,lag-24,A,7750-SR12,20,1,10,IDF,2022-08-01,Inf 70%
PTN00005_PTN00010,1.7529376220703126,1.7529376220703126,8.764688110351562,PTN00005,lag-24,A,7750-SR12,PTN00010,lag-24,A,7750-SR12,20,1,10,IDF,2022-08-01,Inf 70%
PTN00216_PTN00217,4.83226220703125,4.83226220703125,24.16131103515625,PTN00216,lag-20,A,7750-SR12,PTN00217,lag-20,A,7750-SR12,20,1,10,NOE,2022-08-01,Inf 70%
PTN00216_PTN00217,4.83226220703125,4.83226220703125,24.16131103515625,PTN00216,lag-20,A,7750-SR12,PTN00217,lag-20,A,7750-SR12,20,1,10,NOE,2022-08-01,Inf 70%
PTN00258_PTN02336,4.6540947265625,4.6540947265625,11.63523681640625,PTN00258,lag-24,A,7750-SR12,PTN02336,lag-24,A,7750-SR12,40,1,10,WST,2022-08-01,Inf 70%
PTN00258_PTN02336,4.6540947265625,4.6540947265625,11.63523681640625,PTN00258,lag-24,A,7750-SR12,PTN02336,lag-24,A,7750-SR12,40,1,10,WST,2022-08-01,Inf 70%
PTN00258_PTN02336,4.6540947265625,4.6540947265625,11.63523681640625,PTN00258,lag-24,A,7750-SR12,PTN02336,lag-24,A,7750-SR12,40,1,10,WST,2022-08-01,Inf 70%
PTN00258_PTN02336,4.6540947265625,4.6540947265625,11.63523681640625,PTN00258,lag-24,A,7750-SR12,PTN02336,lag-24,A,7750-SR12,40,1,10,WST,2022-08-01,Inf 70%
PTN00774_PTN00125,17.723873046875,17.723873046875,44.3096826171875,PTN00774,lag-23,A,7750-SR12,PTN00125,lag-23,A,7750-SR12,40,1,10,IDF,2022-08-01,Inf 70%
PTN00774_PTN00125,17.723873046875,17.723873046875,44.3096826171875,PTN00774,lag-23,A,7750-SR12,PTN00125,lag-23,A,7750-SR12,40,1,10,IDF,2022-08-01,Inf 70%
PTN00774_PTN00125,17.723873046875,17.723873046875,44.3096826171875,PTN00774,lag-23,A,7750-SR12,PTN00125,lag-23,A,7750-SR12,40,1,10,IDF,2022-08-01,Inf 70%
PTN00774_PTN00125,17.723873046875,17.723873046875,44.3096826171875,PTN00774,lag-23,A,7750-SR12,PTN00125,lag-23,A,7750-SR12,40,1,10,IDF,2022-08-01,Inf 70%
PTN00145_PTN00144,0.1935984649658203,0.012203800201416015,0.9679923248291016,PTN00145,lag-20,B,7750-SR7,PTN00144,lag-20,B,7750-SR7,20,1,10,IDF,2022-08-01,Inf 70%
PTN00145_PTN00144,0.1935984649658203,0.012203800201416015,0.9679923248291016,PTN00145,lag-20,B,7750-SR7,PTN00144,lag-20,B,7750-SR7,20,1,10,IDF,2022-08-01,Inf 70%
PTN00212_PTN00211,2.327520751953125,0.3316264953613281,11.637603759765625,PTN00212,lag-21,B,7750-SR7,PTN00211,lag-21,B,7750-SR7,20,1,10,WST,2022-08-01,Inf 70%
PTN00212_PTN00211,2.327520751953125,0.3316264953613281,11.637603759765625,PTN00212,lag-21,B,7750-SR7,PTN00211,lag-21,B,7750-SR7,20,1,10,WST,2022-08-01,Inf 70%
PTN00322_PTN00324,0.13635122680664064,0.13635122680664064,0.6817561340332031,PTN00322,lag-20,B,7750-SR7,PTN00324,lag-20,B,7750-SR7,20,1,10,NOE,2022-08-01,Inf 70%
PTN00322_PTN00324,0.13635122680664064,0.13635122680664064,0.6817561340332031,PTN00322,lag-20,B,7750-SR7,PTN00324,lag-20,B,7750-SR7,20,1,10,NOE,2022-08-01,Inf 70%
PTN00804_PTN00803,0.17442021179199219,0.17442021179199219,0.872101058959961,PTN00804,lag-21,B,7750-SR7,PTN00803,lag-21,B,7750-SR7,20,1,10,NOE,2022-08-01,Inf 70%
PTN00804_PTN00803,0.17442021179199219,0.17442021179199219,0.872101058959961,PTN00804,lag-21,B,7750-SR7,PTN00803,lag-21,B,7750-SR7,20,1,10,NOE,2022-08-01,Inf 70%
PTN00050_PTN00774,3.32742138671875,0.5431724243164062,16.637106933593753,PTN00050,lag-22,B,7750-SR7,PTN00774,lag-22,B,7750-SR7,20,1,10,IDF,2022-08-01,Inf 70%
PTN00050_PTN00774,3.32742138671875,0.5431724243164062,16.637106933593753,PTN00050,lag-22,B,7750-SR7,PTN00774,lag-22,B,7750-SR7,20,1,10,IDF,2022-08-01,Inf 70%
PTN01459_PTN00895,15.18131640625,15.18131640625,37.953291015625,PTN01459,lag-20,B,7750-SR7,PTN00895,lag-20,B,7750-SR7,40,1,10,WST,2022-08-01,Inf 70%
