nom_equipement,port,interface_netwk,isis_level,isis_metric
PTN01130,1/1/7,TO_PTN00613_4/2/2,NA,NA
PTN00773,6/1/3,TO_PTN02464_LAG25,1,10
PTN00273,2/1/1,TO_PTN00272_LAG20,1,10
PTN00095,10/2/2,TO_PTN00096_LAG25,1,11
PTN00438,1/4/7,TO_PTN00131_3/2/1,1,100
PTN01461,1/3/5,TO_PTN00279_3/1/8,1,200
PTN00142,2/1/1,TO_PTN00343_LAG_20,1,10
PTN02234,1/1/5,TO_PTN01208_1/2/5,1,1000
PTN00224,1/1/1,TO_PTN00223_2/1/1,1,10
PTN00064,2/1/4,TO_PTN00067_LAG24,1,10
PTN00053,2/1/1,TO_PTN00052_LAG21,1,10
PTN00773,9/1/4,TO_PTN00774_LAG20,1,10
PTN00282,2/1/2,TO_PTN00937_4/1/2,1,2000
PTN00041,10/2/1,TO_PTN00038_LAG_24,1,10
PTN00488,3/2/9,TO_PTN00951_1/1/7,non trouve,non trouve
PTN01075,2/1/3,TO_PTN02356_LAG21,1,10
PTN00930,2/2/3,TO_PTN00931_2/2/3,1,645
PTN01451,1/1/4,TO_PTN02323_LAG15,1,50
PTN02454,2/1/1,TO_PTN00666_LAG23,1,10
PTN00199,1/1/4,TO_PTN00198_LAG_20,1,10
PTN00180,1/10/2,TO_PTN01899_1/1/1,NA,NA
PTN01037,1/1/7,TO_PTN00002_4/1/8,NA,NA
PTN00899,2/1/2,TO_PTN00258_LAG_25,1,10
PTN00136,4/1/10,TO_PTN01728_1/2/2,1,70
PTN00256,7/1/12,TO_PTN00255_LAG20,1,11
PTN00342,5/1/11,TO_PTN00640_1/1/7,NA,NA
PTN00708,1/2/6,TO_PTN00483_5/1/4,non trouve,non trouve
PTN01426,1/2/1,TO_PTN01464_1/6/1,1,100
PTN02386,1/1/1,TO_PTN00757_1/3/8,NA,NA
PTN00136,5/1/10,TO_PTN00039_4/1/7,1,110
PTN02323,3/1/19,TO_PTN01451_LAG15,1,50
PTN00942,1/1/7,TO_PTN00545_4/2/20,NA,NA
PTN00461,2/2/10,TO_PTN00893_2/2/10,1,180
PTN01280,1/1/7,TO_PTN01281_1/2/7,non trouve,non trouve
PTN00606,1/1/1,TO_PTN00608_LAG_22,1,10
PTN00764,5/1/2,TO_PTN02433_1/3/1,NA,NA
PTN01004,1/6/7,TO_PTN00255_5/1/20,1,100
PTN00021,5/2/2,TO_PTN00022_LAG20,2,10
PTN00259,1/1/3,TO_PTN000609_LAG_22,1,40
PTN00209,2/1/2,TO_PTN00210_LAG20,1,11
PTN01351,1/2/7,TO_PTN01350_1/1/7,1,1000
PTN00919,4/2/1,TO_PTN01259_1/1/7,NA,NA
PTN02419,1/3/1,TO_PTN00136_5/1/15,non trouve,non trouve
PTN00952,1/4/1,TO_PTN00041_6/1/19,NA,NA
PTN01104,1/4/8,TO_PTN02235_1/2/1,1,1000
PTN00133,1/1/3,TO_PTN00542_1/1/1,1,10
PTN02203,1/1/1,TO_PTN00559_1/1/1,NA,NA
PTN00485,2/1/3,TO_PTN00896_LAG21,1,10
PTN01006,3/2/11,TO_PTN01273_1/1/7,NA,NA
PTN02367,2/1/3,TO_PTN00920_LAG22,1,80
PTN00274,2/1/3,TO_PTN00135_LAG_22,1,10
PTN00242,3/1/19,TO_PTN00496_1/1/7,NA,NA
PTN00336,5/1/11,TO_PTN00598_1/1/7,NA,NA
PTN00038,4/1/19,TO_PTN00500_1/1/7,NA,NA
PTN00048,1/1/3,TO_PTN00047_LAG20,1,10
PTN01910,1/1/1,TO_PTN01443_4/2/2,1,1000
PTN01401,1/1/1,TO_PTN00210_LAG25,1,10
PTN01314,1/4/5,TO_PTN01008_3/2/9,1,110
PTN00679,3/2/12,TO_PTN00974_3/2/12,1,1000
PTN02295,2/1/2,TO_PTN00122_LAG-21,1,10
PTN00259,5/1/1,TO_PTN00336_LAG28,1,10
PTN01833,1/5/1,TO_PTN001467_1/3/7,NA,NA
PTN00142,3/1/24,TO_PTN00721_1/3/8,non trouve,non trouve
PTN01571,1/2/5,TO_PTN00037_1/1/2,NA,NA
PTN02245,1/2/4,TO_PTN01457_1/2/4,1,100
PTN00331,3/1/2,TO_PTN00565_LAG21,1,10
PTN00066,2/1/2,TO_PTN00056_LAG22_WDM_FTTA,1,10
PTN01441,1/4/5,TO_PTN02406_LAG-1,1,10
PTN02417,1/1/1,TO_PTN00504_3/2/13,NA,NA
PTN00460,4/1/4,TO_PTN00458_LAG22,1,50
PTN01867,1/2/5,TO_PTN01082_5/1/5,NA,NA
PTN02306,1/1/1,TO_PTN00105_3/2/3,NA,NA
PTN00485,2/1/1,TO_PTN00644_LAG-20,1,10
PTN00022,1/1/3,TO_PTN00062_LAG_23,1,10
PTN00277,2/1/2,TO_PTN00340_LAG_20,1,10
PTN01866,1/1/2,TO_PTN01987_1/1/1,non trouve,non trouve
PTN01093,1/3/8,TO_PTN00463_3/2/5,1,100
PTN00849,1/1/2,TO_PTN00323_LAG21,1,10
PTN00570,1/1/7,TO_PTN00126_3/1/19,NA,NA
PTN00461,3/1/13,TO_PTN00651_3/2/10,1,200
PTN00124,3/1/19,TO_PTN00580_1/1/7,NA,NA
PTN00100,2/1/1,TO_PTN00104_LAG20,1,10
PTN01180,1/4/3,TO_PTN00896_3/2/13,1,1000
PTN00228,1/1/1,TO_PTN00229_LAG_20,1,10
PTN01087,3/2/12,TO_PTN01726_3/1/20,1,100
PTN00252,6/2/16,TO_PTN00404_1/1/7,NA,NA
PTN00128,1/1/4,TO_PTN00014_LAG22,1,10
PTN01009,3/2/1,TO_PTN00054_4/2/1,1,100
PTN00272,1/2/4,TO_PTN00413_1/1/7,NA,NA
PTN00222,2/1/1,TO_PTN00223_1/1/1,1,10
PTN00773,8/1/3,TO_PTN00629_LAG24,1,10
PTN00687,2/1/3,TO_PTN02403_LAG20,1,10
PTN00027,10/2/6,TO_PTN02330_LAG_24,1,10
PTN01830,1/2/6,TO_PTN00210_4/2/4,1,10
PTN01455,3/1/20,TO_PTN01758_1/2/7,NA,NA
PTN00145,2/1/2,TO_PTN00146_LAG21,1,10
PTN02407,4/2/1,TO_PTN01446_LAG21,1,10
PTN01843,1/2/5,TO_PTN00708_1/2/6,non trouve,non trouve
PTN00922,3/1/2,TO_PTN01416_1/2/1,1,100
PTN00367,1/5/1,TO_PTN01692_1/1/1,NA,NA
PTN00113,2/1/1,TO_PTN00112_LAG21_WDM_FTTA,1,10
PTN00242,2/1/1,TO_PTN00243_1/1/1,1,10
PTN00013,2/1/1,TO_PTN00012_LAG20,1,10
PTN00238,7/1/19,TO_PTN00423_1/1/7,NA,NA
PTN00110,6/2/13,TO_PTN02291_1/3/1,1,20
PTN00538,1/1/2,TO_PTN00766_LAG_20,1,10
PTN00210,6/1/3,TO_PTN00209_LAG20,1,11
PTN00666,2/1/4,TO_PTN02454_LAG23,1,10
PTN00484,4/2/13,TO_PTN02058_1/1/1,non trouve,non trouve
PTN00508,4/2/2,TO_PTN00465_1/1/7,NA,NA
PTN01219,1/1/7,TO_PTN00974_4/2/1,1,1000
PTN02248,1/2/1,TO_PTN00180_1/7/2,1,10
PTN01873,1/2/7,TO_PTN01731_2/2/5,non trouve,non trouve
PTN01381,1/1/7,TO_PTN00164_1/5/8,NA,NA
PTN00055,2/1/1,TO_PTN00006_LAG23,1,10
PTN02049,1/1/1,TO_PTN00647_4/2/20,non trouve,non trouve
PTN00312,1/1/7,TO_PTN00064_5/1/14,non trouve,non trouve
PTN00774,6/1/3,TO_PTN00125_LAG23,1,10
PTN01462,1/8/5,TO_PTN02352_1/2/3,1,100
PTN00483,1/1/1,TO_PTN02283_LAG23,1,10
PTN00373,1/4/5,TO_PTN00187_4/2/18,non trouve,non trouve
PTN00770,2/1/1,TO_PTN00318_2/1/1,1,10
PTN00469,2/1/4,TO_PTN00458_LAG20,1,10
PTN00331,1/1/1,TO_PTN00568_LAG20,1,10
PTN02403,1/1/1,TO_PTN00911_LAG21,1,10
PTN00541,1/2/1,TO_PTN00136_4/1/2,1,60
PTN00773,9/1/9,TO_PTN01454_1/1/2,1,10
PTN00060,2/1/3,TO_PTN00023_LAG23,1,10
PTN00056,9/1/3,TO_PTN00054_LAG20,1,11
PTN00224,2/1/1,TO_PTN00225_1/1/1,1,10
PTN00568,3/1/6,TO_PTN00567_3/1/6,1,100
PTN01448,3/2/1,TO_PTN01853_1/3/7,1,100
PTN01465,1/9/3,TO_PTN01724_1/1/2,1,10000
PTN02304,1/1/1,TO_PTN01213_1/1/8,NA,NA
PTN00612,1/1/4,TO_PTN000611_LAG_22,1,10
PTN00802,1/1/7,TO_PTN00330_5/1/20,NA,NA
PTN00713,1/1/7,TO_PTN00259_7/1/23,NA,NA
PTN00910,3/1/1,TO_PTN00330_5/1/1,1,100
PTN01461,1/1/5,TO_PTN00893_LAG20,1,100
PTN00665,2/2/1,TO_PTN01469_LAG_22,1,110
PTN00293,1/4/8,TO_PTN01288_1/1/7,NA,NA
PTN00016,2/1/3,TO_PTN00015_1/1/1,1,10
PTN00499,1/1/7,TO_PTN00035_4/1/19,NA,NA
PTN01754,1/2/7,TO_PTN01753_1/1/7,NA,NA
PTN00134,3/1/1,TO_PTN00274_LAG_20,1,10
PTN01452,3/2/2,TO_PTN01460_LAG20,1,100
PTN00608,4/1/2,TO_PTN00899_LAG_21,1,10
PTN00915,4/1/2,TO_PTN01439_1/1/2,1,100
PTN00667,1/1/4,TO_PTN02454_LAG22,1,10
PTN00259,4/1/9,TO_PTN00258_LAG20,1,11
PTN00039,2/2/1,TO_PTN00109_LAG_20,1,10
PTN02283,2/1/2,TO_PTN00483_LAG23,1,10
PTN02179,1/1/8,TO_PTN00644_4/2/3,1,1000
PTN01075,5/1/2,TO_PTN02323_LAG23,1,10
PTN01226,lag-22,TO_PTN00125_LAG22,1,10
PTN00255,9/1/11,TO_PTN00256_LAG20,1,11
PTN01351,1/4/5,TO_PTN00682_2/2/16,1,400
PTN00021,3/1/1,TO_PTN00023_LAG21,1,10
PTN00905,2/1/3,TO_PTN00906_LAG_21,1,10
PTN00632,1/1/1,TO_PTN00631_2/1/1,1,10
PTN00012,4/1/21,TO_PTN01202_1/1/7,NA,NA
PTN00132,4/1/23,TO_PTN00866_1/1/7,non trouve,non trouve
PTN00038,1/1/1,TO_PTN00037_LAG21_WDM_FTTA,1,10
PTN00547,1/7/1,TO_PTN00252_5/1/1,1,100
PTN01350,1/2/8,TO_PTN02354_1/3/4,1,100
PTN01014,1/4/8,TO_PTN00458_4/2/11,non trouve,non trouve
PTN02220,1/3/1,TO_PTN00486_4/2/21,non trouve,non trouve
PTN00636,1/1/7,TO_PTN00345_5/1/11,NA,NA
PTN00667,2/1/2,TO_PTN02454_LAG22,1,10
PTN02424,1/1/7,TO_PTN02394_3/2/4,non trouve,non trouve
PTN00313,1/1/1,TO_PTN00928_2/1/1,1,10
PTN00238,1/1/3,TO_PTN00935_2/1/1,1,10
PTN02313,1/1/8,TO_PTN00648_4/2/11,1,1000
PTN01906,1/4/3,TO_PTN01452_3/2/14,1,100
PTN01281,1/2/7,TO_PTN01280_1/1/7,non trouve,non trouve
PTN00340,2/1/3,TO_PTN00342_LAG_21,1,10
PTN00205,2/1/1,TO_PTN00204_LAG_20,1,10
PTN01853,1/1/8,TO_PTN01930_1/1/7,1,100
PTN01725,1/3/1,TO_PTN01448_3/1/3,1,100
PTN00651,4/1/2,TO_PTN00042_LAG22,1,10
PTN00259,2/1/3,TO_PTN000609_LAG_22,1,40
PTN02020,1/1/1,TO_PTN00904_3/1/21,non trouve,non trouve
PTN00484,3/2/14,TO_PTN01759_1/1/8,1,1000
PTN00907,3/2/11,TO_PTN02018_1/1/1,non trouve,non trouve
PTN00191,3/2/1,TO_PTN00944_2/2/1,1,100
PTN00120,6/1/1,TO_PTN01200_1/1/7,NA,NA
PTN01881,1/3/8,TO_PTN00509_4/1/10,non trouve,non trouve
PTN00934,2/2/1,TO_PTN00931_3/1/1,1,645
PTN00849,2/1/3,TO_PTN00323_LAG21,1,10
PTN02403,1/1/3,TO_PTN00687_LAG20,1,10
PTN00273,1/1/1,TO_PTN00271_LAG_21,1,10
PTN00114,4/1/24,TO_PTN00954_1/1/7,NA,NA
PTN00240,2/2/4,TO_PTN00680_3/2/4,1,300
PTN01420,1/1/7,TO_PTN02428_LAG21,1,10
PTN00182,1/1/7,TO_PTN02463_LAG20,1,10
PTN02194,1/1/1,TO_PTN02193_1/3/6,1,100
PTN00110,8/1/4,TO_PTN00502_LAG_22,1,10
PTN00050,1/1/2,TO_PTN01075_1/1/1,1,10000
PTN01417,1/2/1,TO_PTN00920_LAG21,1,100
PTN01767,1/2/5,TO_PTN01448_1/1/4,1,10
PTN01137,1/4/2,TO_PTN00688_3/2/13,1,100
PTN00291,1/2/7,TO_PTN00288_1/3/7,1,100
PTN00002,2/1/3,TO_PTN00007_LAG22,1,10
PTN00013,4/1/11,TO_PTN00574_1/1/7,NA,NA
PTN00066,1/1/3,TO_PTN01236_LAG21,1,10
PTN00351,5/1/20,TO_PTN00826_1/1/7,NA,NA
PTN01365,1/1/7,TO_PTN01075_4/2/1,NA,NA
PTN02207,1/1/1,TO_PTN01400_1/4/2,non trouve,non trouve
PTN01447,1/2/5,TO_PTN02398_1/3/6,1,1000
PTN00039,4/1/7,TO_PTN00136_5/1/10,1,110
PTN00042,5/1/6,TO_PTN00108_LAG21,1,10
PTN01082,2/1/1,TO_PTN00823_LAG-20,1,10
PTN00828,1/1/7,TO_PTN00481_5/1/4,NA,NA
PTN01253,1/1/8,TO_PTN00342_4/2/12,non trouve,non trouve
PTN01460,1/5/4,TO_PTN01452_LAG20,1,100
PTN00063,3/1/17,TO_PTN01102_1/5/8,non trouve,non trouve
PTN00259,7/1/23,TO_PTN00713_1/1/7,NA,NA
PTN00329,2/1/1,TO_PTN00325_LAG21,1,10
PTN01006,3/2/10,TO_PTN01270_1/1/7,NA,NA
PTN02053,1/1/7,TO_PTN00910_3/2/10,NA,NA
PTN02335,3/1/19,TO_PTN01423_1/2/5,1,100
PTN00463,4/1/18,TO_PTN01093_1/5/8,1,100
PTN01075,4/2/1,TO_PTN01365_1/1/7,NA,NA
PTN00127,1/1/4,TO_PTN00128_LAG23,1,10
PTN02178,1/1/1,TO_PTN00021_6/1/23,NA,NA
PTN00250,3/1/3,TO_PTN01081_LAG_22,1,10
PTN00124,2/1/2,TO_PTN00125_LAG20_WDM_FTTA,1,10
PTN02019,1/1/1,TO_PTN02018_1/1/2,non trouve,non trouve
PTN00766,1/1/3,TO_PTN00538_LAG_20,1,10
PTN00271,4/1/21,TO_PTN00416_1/1/7,NA,NA
PTN00482,1/1/1,TO_PTN00481_LAG22,1,10
PTN01459,2/1/1,TO_PTN00895_LAG_20,1,10
PTN01053,2/1/1,TO_PTN00568_LAG21,1,10
PTN00026,2/1/5,TO_PTN00334_LAG26,1,10
PTN02366,1/1/2,TO_PTN01829_1/1/1,1,100
PTN00485,4/2/18,TO_PTN02172_1/1/1,non trouve,non trouve
PTN00710,1/1/8,TO_PTN00709_1/1/8,NA,NA
PTN01479,1/4/2,TO_PTN01402_3/2/14,non trouve,non trouve
PTN02232,1/1/5,TO_PTN01135_1/1/5,1,10
PTN00110,6/2/10,TO_PTN01427_4/2/11,1,200
PTN00914,1/1/2,TO_PTN01458_1/1/2,1,30
PTN00020,2/1/3,TO_PTN00024_LAG_24_WDM_FTTA,1,10
PTN00187,4/2/12,TO_PTN02288_1/1/1,non trouve,non trouve
PTN01414,1/3/3,TO_PTN02379_2/2/15,1,10
PTN00334,5/1/8,TO_PTN01113_1/4/6,1,100
PTN00191,1/1/1,TO_PTN00189_LAG_20,non trouve,non trouve
PTN00645,3/2/7,TO_PTN00831_1/4/3,non trouve,non trouve
PTN00054,8/1/2,TO_PTN00059_LAG21,1,10
PTN00330,5/1/23,TO_PTN00871_1/3/7,non trouve,non trouve
PTN00568,4/1/4,TO_PTN01053_LAG21,1,10
PTN00182,1/11/7,TO_PTN02463_LAG20,1,10
PTN00037,2/1/3,TO_PTN00038_LAG21_WDM_FTTA,1,10
PTN00463,3/2/5,TO_PTN01093_1/3/8,1,100
PTN00568,1/2/3,TO_PTN00331_LAG20,1,10
PTN02218,1/1/1,TO_PTN00667_3/2/17,non trouve,non trouve
PTN02323,2/1/2,TO_PTN01449_LAG22,1,10
PTN00483,2/1/1,TO_PTN00027_LAG25,1,10
PTN00305,1/3/7,TO_PTN01994_1/1/4,non trouve,non trouve
PTN01800,1/1/7,TO_PTN01426_3/2/1,NA,NA
PTN01819,1/1/1,TO_PTN01807_1/1/2,1,1000
PTN00026,9/1/2,TO_PTN01406_LAG_21,1,20
PTN00325,5/1/20,TO_PTN01043_1/1/7,NA,NA
PTN02442,1/2/5,TO_PTN00920_1/2/5,non trouve,non trouve
PTN02263,1/1/6,TO_PTN02385_3/1/19,1,100
PTN00064,3/2/6,TO_PTN01201_1/4/3,non trouve,non trouve
PTN00098,4/1/19,TO_PTN00444_1/1/7,NA,NA
PTN01067,1/1/7,TO_PTN01355_1/2/7,NA,NA
PTN02395,3/1/2,TO_PTN01417_1/2/5,1,1000
PTN01839,1/1/3,TO_PTN00046_LAG_20,1,10
PTN02395,3/1/4,TO_PTN01417_1/4/8,1,1000
PTN00792,3/2/4,TO_PTN02189_1/1/1,NA,NA
PTN00330,5/1/1,TO_PTN00910_3/1/1,1,100
PTN00191,5/1/1,TO_PTN01395_1/1/7,NA,NA
PTN00829,1/1/7,TO_PTN00481_4/2/1,non trouve,non trouve
PTN00666,2/1/1,TO_PTN00335_LAG22,1,10
PTN00649,3/2/6,TO_PTN00466_3/2/7,1,100
PTN01003,1/2/3,TO_PTN00835_LAG21,1,10
PTN00649,3/1/1,TO_PTN00463_LAG-22,1,10
PTN00894,1/1/3,TO_PTN00645_LAG_20,1,10
PTN00001,1/1/4,TO_PTN00005_LAG22,1,10
PTN00189,1/1/2,TO_PTN00188_LAG_21,non trouve,non trouve
PTN00272,1/1/2,TO_PTN00267_LAG21,1,30
PTN00679,3/2/10,TO_PTN02194_1/2/6,1,100
PTN01253,1/1/7,TO_PTN00342_5/2/2,non trouve,non trouve
PTN01463,1/2/1,TO_PTN01416_1/2/2,1,100
PTN00904,2/1/3,TO_PTN01401_LAG21,1,10
PTN02440,1/1/1,TO_PTN01410_1/2/17,non trouve,non trouve
PTN00039,2/2/3,TO_PTN00041_LAG_21,1,20
PTN02403,1/1/2,TO_PTN00687_LAG20,1,10
PTN01486,1/1/7,TO_PTN00340_4/2/2,NA,NA
PTN00687,3/1/23,TO_PTN01341_1/2/7,1,1000
PTN01988,1/1/1,TO_PTN00210_5/1/22,NA,NA
PTN01833,1/2/5,TO_PTN00024_1/1/3,NA,NA
PTN01817,1/1/1,TO_PTN01765_1/2/1,non trouve,non trouve
PTN01444,3/2/19,TO_PTN00879_1/4/1,non trouve,non trouve
PTN00187,1/1/3,TO_PTN00188_LAG_20,1,10
PTN00630,2/2/5,TO_PTN02209_1/1/1,NA,NA
PTN00238,7/1/7,TO_PTN00681_1/7/1,1,100
PTN00202,1/1/3,TO_PTN00201_LAG_21,1,10
PTN00210,10/1/2,TO_PTN00211_LAG26,non trouve,non trouve
PTN00613,4/2/3,TO_PTN01194_1/1/7,1,1000
PTN00760,3/2/1,TO_PTN00761_4/1/4,1,10
PTN00247,1/1/4,TO_PTN00251_LAG_22,1,10
PTN00067,1/1/3,TO_PTN00057_LAG25,1,10
PTN00401,1/6/5,TO_PTN00435_1/1/7,NA,NA
PTN00218,3/1/1,TO_PTN00216_LAG21,1,10
PTN00274,2/1/4,TO_PTN00135_LAG_22,1,10
PTN01081,2/1/3,TO_PTN00250_LAG_22,1,10
PTN01078,3/1/3,TO_PTN00279_3/1/6,1,100
PTN00327,2/1/3,TO_PTN00323_LAG22,1,20
PTN00632,4/2/15,TO_PTN01355_1/1/7,NA,NA
PTN00699,1/1/7,TO_PTN00701_1/1/7,NA,NA
PTN00263,2/1/3,TO_PTN01428_LAG22,1,10
PTN00068,5/1/1,TO_PTN01443_4/1/1,1,100
PTN00344,2/2/3,TO_PTN00096_4/1/3,1,625
PTN00854,3/2/15,TO_PTN01276_1/4/8,non trouve,non trouve
PTN00200,2/1/1,TO_PTN00199_LAG_21,1,10
PTN01461,1/2/4,TO_PTN00893_LAG20,1,100
PTN00097,1/1/3,TO_PTN00099_LAG20,1,10
PTN01815,1/2/5,TO_PTN00538_5/1/2,NA,NA
PTN00766,2/1/3,TO_PTN00259_LAG_23,1,10
PTN02324,1/2/1,TO_PTN01454_1/2/5,1,1000
PTN00068,4/1/2,TO_PTN01443_4/1/4,1,100
PTN00484,3/2/13,TO_PTN00489_1/8/7,1,1000
PTN00022,5/2/2,TO_PTN00024_LAG21,1,11
PTN00272,2/1/2,TO_PTN00273_LAG20,1,10
PTN01087,5/1/3,TO_PTN01458_LAG21,1,10
PTN00406,1/1/7,TO_PTN00316_5/2/14,non trouve,non trouve
PTN00566,1/1/3,TO_PTN01087_LAG20,1,10
PTN01455,3/1/22,TO_PTN01803_1/3/7,1,100
PTN01423,1/1/4,TO_PTN01830_LAG21,1,200
PTN00269,2/1/2,TO_PTN01861_1/2/5,NA,NA
PTN01853,1/3/7,TO_PTN01448_3/2/1,1,100
PTN00218,7/1/1,TO_PTN00327_LAG23,1,70
PTN00816,1/5/4,TO_PTN02385_3/1/22,1,10
PTN00335,1/1/4,TO_PTN00821_LAG_20,1,10
PTN00480,4/2/16,TO_PTN02263_1/1/7,1,100
PTN00105,3/1/11,TO_PTN00676_1/1/7,non trouve,non trouve
PTN01238,1/5/1,TO_PTN00907_3/2/14,1,100
PTN00894,2/1/4,TO_PTN02385_LAG22,1,10
PTN00609,1/1/1,TO_PTN000259_LAG_22,1,40
PTN00285,5/1/4,TO_PTN00283_5/1/4,1,130
PTN00422,1/1/7,TO_PTN00238_7/2/20,NA,NA
PTN00196,3/1/1,TO_PTN00772_2/1/1,1,10
PTN00867,1/1/7,TO_PTN00058_3/1/19,NA,NA
PTN01082,1/1/1,TO_PTN00228_LAG23,1,10
PTN01226,2/1/3,TO_PTN00774_LAG25,1,10
PTN00573,1/1/7,TO_PTN00001_4/1/12,NA,NA
PTN00795,3/1/1,TO_PTN00794_3/1/1,1,100
PTN00342,5/1/12,TO_PTN00641_1/1/7,NA,NA
PTN00659,4/2/1,TO_PTN01485_1/1/1,NA,NA
PTN00120,2/1/1,TO_PTN00616_2/1/1,1,10
PTN00820,3/1/2,TO_PTN00825_LAG_20,1,10
PTN01437,1/2/1,TO_PTN01458_3/1/2,1,100
PTN00504,3/1/1,TO_PTN02201_LAG20,1,100
PTN01009,4/1/2,TO_PTN00054_5/1/1,1,100
PTN00142,2/1/4,TO_PTN00141_LAG_21,1,10
PTN01104,1/5/2,TO_PTN02235_1/2/2,1,1000
PTN02204,1/2/3,TO_PTN00544_4/2/4,1,100
PTN00057,9/1/3,TO_PTN00566_LAG_21,1,10
PTN00324,1/1/3,TO_PTN00322_LAG20,1,10
PTN00022,8/1/3,TO_PTN00017_LAG_24,1,10
PTN00210,10/1/7,TO_PTN00209_LAG20,1,11
PTN00035,3/2/5,TO_PTN00036_3/2/5,1,100
PTN00951,1/1/7,TO_PTN00488_3/2/9,non trouve,non trouve
PTN02005,1/2/1,TO_PTN00350_5/2/7,1,1000
PTN00251,1/1/4,TO_PTN000612_LAG_21,1,10
PTN01846,1/1/2,TO_PTN00908_2/2/18,non trouve,non trouve
PTN00523,4/2/6,TO_PTN02191_1/2/8,1,1000
PTN00528,1/1/7,TO_PTN00326_5/1/11,NA,NA
PTN00057,1/1/1,TO_PTN00059_LAG20,1,11
PTN00059,4/2/3,TO_PTN00057_LAG20,1,11
PTN00006,4/2/1,TO_PTN00007_1/1/1,1,10
PTN00108,5/1/7,TO_PTN00892_LAG23,1,10
PTN00767,1/1/1,TO_PTN00538_LAG_21,1,10
PTN02394,1/1/3,TO_PTN00255_LAG22,1,10
PTN00316,5/2/14,TO_PTN00406_1/1/7,non trouve,non trouve
PTN01104,1/1/7,TO_PTN00336_5/1/19,1,1000
PTN01731,1/1/2,TO_PTN01404_LAG-20,1,10
PTN00204,2/1/1,TO_PTN00203_LAG_21,1,10
PTN00010,4/1/19,TO_PTN00571_1/1/7,NA,NA
PTN00055,3/1/19,TO_PTN01019_1/1/7,NA,NA
PTN00663,3/1/2,TO_PTN00662_3/1/2,1,100
PTN00892,4/1/1,TO_PTN00108_LAG23,1,10
PTN02199,1/2/5,TO_PTN00973_2/2/6,1,1000
PTN01497,1/2/1,TO_PTN01443_4/1/22,1,1000
PTN02020,1/2/1,TO_PTN00904_2/2/14,non trouve,non trouve
PTN00008,4/1/11,TO_PTN00578_1/1/7,NA,NA
PTN02287,1/1/1,TO_PTN00258_8/1/3,1,100
PTN00447,2/2/1,TO_PTN01457_1/2/1,1,300
PTN00892,1/2/2,TO_PTN00108_LAG23,1,10
PTN00581,1/1/7,TO_PTN00122_3/1/19,NA,NA
PTN00209,5/1/2,TO_PTN01757_1/1/7,NA,NA
PTN00060,1/1/1,TO_PTN00023_LAG23,1,10
PTN02466,3/1/1,TO_PTN01460_1/6/1,1,1000
PTN01360,1/1/5,TO_PTN00666_5/1/3,1,10
PTN00340,1/1/1,TO_PTN00277_LAG_20,1,10
PTN00207,3/2/1,TO_PTN00846_1/4/6,non trouve,non trouve
PTN02391,1/1/2,TO_PTN00218_LAG25,1,10
PTN00063,1/1/2,TO_PTN00064_LAG21,1,12
PTN00822,3/1/3,TO_PTN00210_LAG_21,1,10
PTN00992,2/1/1,TO_PTN00622_LAG21,1,10
PTN02425,1/1/1,TO_PTN00255_5/2/11,non trouve,non trouve
PTN00759,2/1/1,TO_PTN00758_1/1/1,1,10
PTN01883,1/1/1,TO_PTN00350_3/1/2,NA,NA
PTN00108,5/1/3,TO_PTN01452_LAG24 ,1,10
PTN01446,4/1/2,TO_PTN02406_LAG22,1,10
PTN00978,1/3/8,TO_PTN01890_1/3/2,1,1000
PTN01377,1/1/7,TO_PTN00937_4/2/1,NA,NA
PTN01413,1/1/5,TO_PTN02394_2/2/15,1,100
PTN02215,bundle-ppp-1/2.1,TO_PTN02364_bundle-ppp-1/2/1,NA,NA
PTN00056,1/1/3,TO_PTN00116_2/1/2,1,10
PTN00014,3/1/3,TO_PTN00015_3/1/1,1,11
PTN00016,2/1/2,TO_PTN00187_LAG_21,1,10
PTN00059,1/1/1,TO_PTN00057_LAG20,1,11
PTN00645,5/1/1,TO_PTN01133_1/2/5,non trouve,non trouve
PTN02291,1/1/5,TO_PTN00110_8/1/1,non trouve,non trouve
PTN02377,1/1/2,TO_PTN00825_LAG22,1,10
PTN00606,3/2/9,TO_PTN02234_1/2/7,1,3000
PTN00217,9/1/4,TO_PTN00623_LAG23,1,10
PTN00014,10/1/2,TO_PTN00013_LAG23,1,10
PTN02424,1/1/1,TO_PTN02394_3/2/3,non trouve,non trouve
PTN02407,3/2/10,TO_PTN01860_1/1/7,non trouve,non trouve
PTN01395,1/1/7,TO_PTN00191_4/1/21,NA,NA
PTN00854,3/2/5,TO_PTN00855_3/2/2,1,100
PTN01469,1/8/1,TO_PTN00665_LAG_22,1,110
PTN00262,5/2/1,TO_PTN01428_LAG23,1,10
PTN01119,1/1/7,TO_PTN00855_4/2/1,non trouve,non trouve
PTN00484,4/2/6,TO_PTN01841_1/1/1,non trouve,non trouve
PTN01756,1/2/7,TO_PTN01755_1/1/7,NA,NA
PTN00054,4/2/2,TO_PTN00567_2/2/1,1,161
PTN00722,1/1/7,TO_PTN00249_4/2/5,NA,NA
PTN02235,1/2/1,TO_PTN01104_1/4/8,1,1000
PTN00182,1/1/8,TO_PTN02463_LAG20,1,10
PTN01084,2/2/10,TO_PTN01262_1/1/7,NA,NA
